Id,Neighborhood,HouseStyle,YearBuilt,Exterior1st,ExterQual,Functional,MoSold,SaleType,SaleCondition,SalePrice
1092,Somerst,2Story,1999,MetalSd,Gd,Typ,3,WD,Normal,160000
1106,NoRidge,2Story,1994,HdBoard,Gd,Typ,4,WD,Normal,325000
1160,NWAmes,2Story,1974,HdBoard,Gd,Typ,7,WD,Normal,185000
1170,NoRidge,2Story,1995,HdBoard,Gd,Typ,7,WD,Normal,625000
1173,Somerst,2Story,2006,MetalSd,Gd,Typ,3,WD,Normal,171900
1192,Somerst,2Story,1999,MetalSd,Gd,Typ,11,WD,Normal,174000
1211,SawyerW,2Story,1992,Wd Sdng,Gd,Typ,5,WD,Normal,189000
1254,Veenker,2Story,1974,Wd Sdng,Gd,Typ,7,WD,Normal,294000
1266,Somerst,2Story,1999,MetalSd,Gd,Typ,3,WD,Normal,183900
1313,NoRidge,2Story,1990,Wd Sdng,Gd,Typ,6,WD,Normal,302000
1323,NoRidge,2Story,1992,HdBoard,Gd,Typ,6,WD,Normal,190000
1359,Somerst,2Story,2000,MetalSd,Gd,Typ,6,WD,Normal,177500
1375,Somerst,2Story,2005,CemntBd,Gd,Typ,7,WD,Normal,250000
1458,Crawfor,2Story,1941,CemntBd,Ex,Typ,5,WD,Normal,266500
51,Gilbert,2Story,1997,VinylSd,TA,Typ,7,WD,Normal,177000
65,CollgCr,2Story,1997,VinylSd,TA,Typ,2,WD,Normal,219500
73,Gilbert,2Story,1998,VinylSd,TA,Typ,12,WD,Normal,185000
81,NAmes,2Story,1968,VinylSd,TA,Typ,6,WD,Normal,193500
95,CollgCr,2Story,1997,VinylSd,TA,Typ,5,WD,Normal,204750
96,Gilbert,2Story,1993,VinylSd,Ex,Typ,4,WD,Normal,185000
129,NAmes,2Story,1966,VinylSd,TA,Typ,7,WD,Normal,155000
140,CollgCr,2Story,1997,VinylSd,TA,Typ,8,WD,Normal,231500
223,NWAmes,2Story,1975,VinylSd,TA,Typ,2,WD,Normal,179900
267,Gilbert,2Story,1997,VinylSd,TA,Typ,6,WD,Normal,185000
292,SWISU,2Story,1912,VinylSd,TA,Typ,3,WD,Normal,135900
335,Gilbert,2Story,1998,VinylSd,TA,Typ,7,WD,Normal,192000
366,IDOTRR,2Story,1920,VinylSd,TA,Typ,7,WD,Normal,147000
371,Gilbert,2Story,2000,VinylSd,TA,Typ,1,WD,Normal,172400
380,Gilbert,2Story,2000,VinylSd,TA,Typ,6,WD,Normal,179000
392,Mitchel,2Story,2001,VinylSd,TA,Typ,6,WD,Normal,215000
398,NAmes,2Story,1962,VinylSd,TA,Typ,7,WD,Normal,169500
434,Gilbert,2Story,1997,VinylSd,TA,Typ,7,WD,Normal,181000
478,NridgHt,2Story,2006,VinylSd,Ex,Typ,3,WD,Normal,380000
519,CollgCr,2Story,1998,VinylSd,TA,Typ,5,WD,Normal,211000
537,CollgCr,2Story,1998,VinylSd,TA,Typ,7,WD,Normal,188000
597,OldTown,2Story,1910,VinylSd,TA,Typ,10,WD,Normal,114504
746,NWAmes,2Story,1976,VinylSd,Ex,Typ,7,WD,Normal,299800
801,ClearCr,2Story,1997,VinylSd,TA,Typ,5,WD,Normal,200000
872,CollgCr,2Story,1998,VinylSd,TA,Typ,6,WD,Normal,200500
883,Gilbert,2Story,1992,VinylSd,TA,Typ,12,WD,Normal,178000
1031,SWISU,2Story,1916,VinylSd,TA,Typ,7,WD,Normal,160000
1053,NAmes,2Story,1964,VinylSd,TA,Typ,6,WD,Normal,165000
1059,NridgHt,2Story,2008,VinylSd,Ex,Typ,7,WD,Normal,335000
1135,Gilbert,2Story,1997,VinylSd,TA,Typ,8,WD,Normal,169000
1150,OldTown,2Story,1920,VinylSd,TA,Typ,7,WD,Normal,143000
1155,NAmes,2Story,1965,VinylSd,TA,Typ,5,WD,Normal,201800
1168,Gilbert,2Story,2000,VinylSd,TA,Typ,2,WD,Normal,173000
1190,Gilbert,2Story,1999,VinylSd,TA,Typ,6,WD,Normal,189000
1196,Gilbert,2Story,2005,VinylSd,TA,Typ,7,WD,Normal,176000
1202,CollgCr,2Story,1998,VinylSd,TA,Typ,3,WD,Normal,197900
1261,Gilbert,2Story,1999,VinylSd,TA,Typ,6,WD,Normal,181000
1330,Gilbert,2Story,1998,VinylSd,TA,Typ,6,WD,Normal,176500
1373,CollgCr,2Story,1998,VinylSd,TA,Typ,6,WD,Normal,274300
1402,Gilbert,2Story,2004,VinylSd,TA,Typ,4,WD,Normal,193000
1409,OldTown,2Story,1910,VinylSd,TA,Typ,6,WD,Normal,125500
1417,OldTown,2Story,1885,VinylSd,TA,Typ,4,WD,Normal,122500
1434,Gilbert,2Story,2000,VinylSd,TA,Typ,5,WD,Normal,186500
1443,Somerst,2Story,2008,VinylSd,Ex,Typ,4,WD,Normal,310000
1451,NAmes,2Story,1974,VinylSd,TA,Typ,9,WD,Normal,136000
1456,Gilbert,2Story,1999,VinylSd,TA,Typ,8,WD,Normal,175000
1,CollgCr,2Story,2003,VinylSd,Gd,Typ,2,WD,Normal,208500
3,CollgCr,2Story,2001,VinylSd,Gd,Typ,9,WD,Normal,223500
5,NoRidge,2Story,2000,VinylSd,Gd,Typ,12,WD,Normal,250000
36,NridgHt,2Story,2004,VinylSd,Gd,Typ,9,WD,Normal,309000
58,CollgCr,2Story,2004,VinylSd,Gd,Typ,8,WD,Normal,196500
66,NridgHt,2Story,2004,VinylSd,Gd,Typ,10,WD,Normal,317000
75,OldTown,2Story,1915,VinylSd,Gd,Typ,5,WD,Normal,107400
87,Gilbert,2Story,2005,VinylSd,Gd,Typ,3,WD,Normal,174000
106,Somerst,2Story,2003,VinylSd,Gd,Typ,8,WD,Normal,250000
132,Gilbert,2Story,2000,VinylSd,Gd,Typ,7,WD,Normal,244000
139,CollgCr,2Story,1999,VinylSd,Gd,Typ,12,WD,Normal,230000
148,Gilbert,2Story,2001,VinylSd,Gd,Typ,5,WD,Normal,222500
159,Somerst,2Story,2004,VinylSd,Gd,Typ,5,WD,Normal,254900
162,NridgHt,2Story,2003,VinylSd,Gd,Typ,3,WD,Normal,412500
169,Gilbert,2Story,2004,VinylSd,Gd,Typ,5,WD,Normal,183500
232,NoRidge,2Story,1995,VinylSd,Gd,Typ,7,WD,Normal,403000
235,Gilbert,2Story,2002,VinylSd,Gd,Typ,5,WD,Normal,216500
245,SawyerW,2Story,1994,VinylSd,Gd,Typ,5,WD,Normal,205000
249,CollgCr,2Story,2003,VinylSd,Gd,Typ,9,WD,Normal,180000
253,SawyerW,2Story,2004,VinylSd,Gd,Typ,12,WD,Normal,173000
256,Gilbert,2Story,1999,VinylSd,Gd,Typ,2,WD,Normal,230000
257,Somerst,2Story,2003,VinylSd,Gd,Typ,5,WD,Normal,207500
259,CollgCr,2Story,2001,VinylSd,Gd,Typ,5,WD,Normal,231500
273,NoRidge,2Story,1999,VinylSd,Gd,Typ,4,WD,Normal,290000
298,Somerst,2Story,1997,VinylSd,Gd,Typ,6,WD,Normal,239000
302,CollgCr,2Story,1998,VinylSd,Gd,Typ,5,WD,Normal,267000
316,Gilbert,2Story,2004,VinylSd,Gd,Typ,7,WD,Normal,188500
318,Somerst,2Story,2006,VinylSd,Gd,Typ,12,WD,Normal,270000
322,NridgHt,2Story,2004,VinylSd,Gd,Typ,6,WD,Normal,354000
341,Timber,2Story,2002,VinylSd,Gd,Typ,4,WD,Normal,202900
349,NridgHt,2Story,2003,VinylSd,Gd,Typ,10,WD,Normal,154000
360,NoRidge,2Story,1998,VinylSd,Gd,Typ,6,WD,Normal,280000
375,CollgCr,2Story,2003,VinylSd,Gd,Typ,7,WD,Normal,219500
383,CollgCr,2Story,2006,VinylSd,Gd,Typ,4,WD,Normal,213500
415,SawyerW,2Story,1993,VinylSd,Gd,Typ,12,WD,Normal,228000
424,NoRidge,2Story,1998,VinylSd,Gd,Typ,6,WD,Normal,315000
445,CollgCr,2Story,1994,VinylSd,Gd,Typ,7,WD,Normal,210000
448,Gilbert,2Story,1998,VinylSd,Gd,Typ,7,WD,Normal,199900
453,Timber,2Story,1996,VinylSd,Gd,Typ,7,WD,Normal,204000
454,Somerst,2Story,2008,VinylSd,Gd,Typ,6,WD,Normal,210000
502,Somerst,2Story,2005,VinylSd,Gd,Typ,2,WD,Normal,226700
507,SawyerW,2Story,1993,VinylSd,Gd,Typ,9,WD,Normal,215000
518,NoRidge,2Story,1996,VinylSd,Gd,Typ,7,WD,Normal,265000
525,NoRidge,2Story,1996,VinylSd,Gd,Typ,8,WD,Normal,315750
535,Gilbert,2Story,2004,VinylSd,Gd,Typ,10,WD,Normal,178000
542,NoRidge,2Story,2000,VinylSd,Gd,Typ,6,WD,Normal,248000
550,Somerst,2Story,2003,VinylSd,Gd,Typ,11,WD,Normal,263000
555,NridgHt,2Story,2003,VinylSd,Gd,Typ,8,WD,Normal,284000
567,StoneBr,2Story,2005,VinylSd,Gd,Typ,6,WD,Normal,325000
591,CollgCr,2Story,2004,VinylSd,Gd,Typ,9,WD,Normal,185900
601,NridgHt,2Story,2005,VinylSd,Gd,Typ,6,WD,Normal,275000
611,CollgCr,2Story,2000,VinylSd,Gd,Typ,5,WD,Normal,313000
613,CollgCr,2Story,2001,VinylSd,Gd,Typ,11,WD,Normal,261500
617,Gilbert,2Story,2002,VinylSd,Gd,Typ,6,WD,Normal,183200
620,Timber,2Story,2003,VinylSd,Gd,Typ,8,WD,Normal,305000
642,Somerst,2Story,2001,VinylSd,Gd,Typ,5,WD,Normal,226000
653,CollgCr,2Story,1996,VinylSd,Gd,Typ,7,WD,Normal,191000
662,NoRidge,2Story,1994,VinylSd,Gd,Typ,7,WD,Normal,402000
666,Gilbert,2Story,2000,VinylSd,Gd,Typ,11,WD,Normal,230500
671,CollgCr,2Story,2005,VinylSd,Gd,Typ,2,WD,Normal,173500
685,NoRidge,2Story,1998,VinylSd,Gd,Typ,6,WD,Normal,221000
733,CollgCr,2Story,1998,VinylSd,Gd,Typ,7,WD,Normal,222500
738,Gilbert,2Story,2005,VinylSd,Gd,Typ,6,WD,Normal,239900
740,CollgCr,2Story,2004,VinylSd,Gd,Typ,4,WD,Normal,190000
747,Gilbert,2Story,2000,VinylSd,Gd,Typ,4,WD,Normal,236000
752,Gilbert,2Story,2003,VinylSd,Gd,Typ,8,WD,Normal,162000
754,NridgHt,2Story,2005,VinylSd,Gd,Typ,3,WD,Normal,275500
757,CollgCr,2Story,2007,VinylSd,Gd,Typ,4,WD,Normal,212000
760,NoRidge,2Story,1995,VinylSd,Gd,Typ,11,WD,Normal,290000
764,NoRidge,2Story,1999,VinylSd,Gd,Typ,7,WD,Normal,337000
782,SawyerW,2Story,1992,VinylSd,Gd,Typ,7,WD,Normal,175900
788,SawyerW,2Story,2004,VinylSd,Gd,Typ,1,WD,Normal,233000
821,CollgCr,2Story,2003,VinylSd,Gd,Typ,6,WD,Normal,183000
833,CollgCr,2Story,2003,VinylSd,Gd,Typ,1,WD,Normal,237000
878,NridgHt,2Story,2004,VinylSd,Gd,Typ,6,WD,Normal,350000
903,Gilbert,2Story,2003,VinylSd,Gd,Typ,7,WD,Normal,180000
910,Gilbert,2Story,2005,VinylSd,Gd,Typ,6,WD,Normal,174000
927,NridgHt,2Story,2003,VinylSd,Gd,Typ,5,WD,Normal,285000
938,Somerst,2Story,2005,VinylSd,Gd,Typ,2,WD,Normal,253000
942,Gilbert,2Story,1999,VinylSd,Gd,Typ,6,WD,Normal,214000
949,CollgCr,2Story,2002,VinylSd,Gd,Typ,2,WD,Normal,192500
965,Timber,2Story,2002,VinylSd,Gd,Typ,2,WD,Normal,214900
972,NridgHt,2Story,2003,VinylSd,Gd,Typ,7,WD,Normal,173000
982,NoRidge,2Story,1998,VinylSd,Gd,Typ,7,WD,Normal,336000
991,NoRidge,2Story,1997,VinylSd,Gd,Typ,6,WD,Normal,348000
1016,NWAmes,2Story,2001,VinylSd,Gd,Typ,11,WD,Normal,227000
1038,CollgCr,2Story,2001,VinylSd,Gd,Typ,9,WD,Normal,287000
1055,CollgCr,2Story,2002,VinylSd,Gd,Typ,11,WD,Normal,255000
1067,Gilbert,2Story,1993,VinylSd,Gd,Typ,5,WD,Normal,178000
1088,Somerst,2Story,2005,VinylSd,Gd,Typ,5,WD,Normal,252000
1129,Gilbert,2Story,2004,VinylSd,Gd,Typ,7,WD,Normal,215000
1134,SawyerW,2Story,1995,VinylSd,Gd,Typ,6,WD,Normal,239500
1189,CollgCr,2Story,2002,VinylSd,Gd,Typ,7,WD,Normal,195000
1225,Gilbert,2Story,2004,VinylSd,Gd,Typ,2,WD,Normal,184000
1227,Somerst,2Story,2007,VinylSd,Gd,Typ,1,WD,Normal,214000
1237,NridgHt,2Story,2003,VinylSd,Gd,Typ,6,WD,Normal,175500
1238,CollgCr,2Story,2004,VinylSd,Gd,Typ,9,WD,Normal,195000
1241,CollgCr,2Story,2003,VinylSd,Gd,Typ,7,WD,Normal,224900
1255,Edwards,2Story,2003,VinylSd,Gd,Typ,7,WD,Normal,165400
1279,CollgCr,2Story,2002,VinylSd,Gd,Typ,3,WD,Normal,237000
1301,Gilbert,2Story,1999,VinylSd,Gd,Typ,5,WD,Normal,225000
1303,NoRidge,2Story,1994,VinylSd,Gd,Typ,12,WD,Normal,290000
1314,NoRidge,2Story,1999,VinylSd,Gd,Typ,5,WD,Normal,333168
1339,CollgCr,2Story,2002,VinylSd,Gd,Typ,6,WD,Normal,200000
1343,CollgCr,2Story,2002,VinylSd,Gd,Typ,8,WD,Normal,228500
1355,CollgCr,2Story,2000,VinylSd,Gd,Typ,6,WD,Normal,235000
1366,Somerst,2Story,2000,VinylSd,Gd,Typ,1,WD,Normal,216000
1396,Timber,2Story,2005,VinylSd,Gd,Typ,2,WD,Normal,281213
1411,CollgCr,2Story,2001,VinylSd,Gd,Typ,6,WD,Normal,230000
1418,NoRidge,2Story,1998,VinylSd,Gd,Typ,5,WD,Normal,340000
1427,NoRidge,2Story,1994,VinylSd,Gd,Typ,8,WD,Normal,271000
1431,Gilbert,2Story,2005,VinylSd,Gd,Typ,7,WD,Normal,192140
1448,CollgCr,2Story,1995,VinylSd,Gd,Typ,12,WD,Normal,240000
70,ClearCr,1.5Fin,1953,BrkFace,Gd,Typ,7,WD,Normal,225000
178,Sawyer,1.5Fin,1958,MetalSd,Gd,Typ,7,WD,Normal,172500
186,OldTown,2.5Fin,1892,Wd Sdng,Gd,Typ,6,WD,Normal,475000
219,Crawfor,1.5Fin,1939,VinylSd,Gd,Typ,5,WD,Normal,311500
250,ClearCr,1.5Fin,1958,Wd Sdng,Gd,Typ,6,WD,Normal,277000
276,BrkSide,1.5Fin,1925,Wd Sdng,Gd,Typ,10,WD,Normal,205000
325,NAmes,SLvl,1967,Wd Sdng,Gd,Typ,6,WD,Normal,242000
377,CollgCr,SFoyer,1996,VinylSd,Gd,Typ,7,WD,Normal,148000
427,SawyerW,SLvl,1989,Wd Sdng,Gd,Typ,8,WD,Normal,275000
438,BrkSide,1.5Unf,1926,Wd Sdng,Gd,Typ,1,WD,Normal,119000
546,NWAmes,1.5Fin,1988,HdBoard,Gd,Typ,2,WD,Normal,229000
584,OldTown,2.5Unf,1893,Wd Sdng,Ex,Typ,7,WD,Normal,325000
643,NAmes,SLvl,1972,Plywood,Gd,Typ,7,WD,Normal,345000
732,Timber,SLvl,2003,VinylSd,Gd,Typ,5,WD,Normal,187500
850,Veenker,SLvl,1976,Plywood,Gd,Typ,8,WD,Normal,187000
861,Crawfor,1.5Fin,1918,Wd Sdng,Gd,Typ,6,WD,Normal,189950
882,Timber,1.5Fin,1990,HdBoard,Gd,Typ,4,WD,Normal,187500
884,SWISU,2.5Fin,1912,Wd Sdng,Gd,Typ,3,WD,Normal,118500
908,Crawfor,1.5Fin,1936,BrkFace,Gd,Typ,6,WD,Normal,250000
981,NAmes,SFoyer,1961,CemntBd,Ex,Typ,7,WD,Normal,178400
1006,CollgCr,SLvl,1977,HdBoard,Gd,Typ,11,WD,Normal,149900
1019,Gilbert,SLvl,1991,HdBoard,Gd,Typ,5,WD,Normal,160000
1117,Gilbert,SLvl,2002,VinylSd,Gd,Typ,3,WD,Normal,184100
1176,NoRidge,1.5Fin,1992,HdBoard,Gd,Typ,4,WD,Normal,285000
1212,Gilbert,1.5Fin,1988,Wd Sdng,Gd,Typ,6,WD,Normal,164000
1259,Gilbert,SLvl,2005,VinylSd,Gd,Typ,7,WD,Normal,190000
1267,OldTown,2.5Unf,1910,Wd Sdng,Fa,Typ,1,WD,Normal,122000
1353,BrkSide,1.5Fin,1937,MetalSd,Gd,Typ,7,WD,Normal,134900
1354,NoRidge,1.5Fin,1995,VinylSd,Gd,Typ,3,WD,Normal,410000
1371,OldTown,1.5Fin,1920,CBlock,Fa,Typ,10,WD,Normal,105000
10,BrkSide,1.5Unf,1939,MetalSd,TA,Typ,1,WD,Normal,118000
16,BrkSide,1.5Unf,1929,Wd Sdng,TA,Typ,7,WD,Normal,132000
22,IDOTRR,1.5Unf,1930,Wd Sdng,TA,Typ,6,WD,Normal,139400
43,SawyerW,SFoyer,1983,HdBoard,TA,Typ,12,WD,Normal,144000
62,IDOTRR,2.5Unf,1920,MetalSd,TA,Typ,3,WD,Normal,101000
76,MeadowV,SLvl,1973,CemntBd,TA,Typ,11,WD,Normal,91000
85,Gilbert,SLvl,1995,HdBoard,TA,Typ,5,WD,Normal,168500
94,OldTown,2.5Unf,1910,MetalSd,TA,Typ,11,WD,Normal,133900
112,Gilbert,SLvl,2000,VinylSd,TA,Typ,4,WD,Normal,180000
121,ClearCr,SLvl,1969,Plywood,TA,Typ,10,WD,Normal,180000
128,OldTown,1.5Unf,1930,WdShing,TA,Typ,6,WD,Normal,87000
164,OldTown,1.5Unf,1956,MetalSd,TA,Typ,4,WD,Normal,103200
187,Mitchel,SLvl,1990,HdBoard,TA,Typ,6,WD,Normal,173000
261,NAmes,SLvl,1962,Wd Sdng,TA,Typ,5,WD,Normal,176000
263,Sawyer,SLvl,1977,HdBoard,TA,Typ,7,WD,Normal,151000
268,SWISU,2.5Fin,1939,Wd Sdng,TA,Typ,7,WD,Normal,179500
296,Mitchel,SLvl,1984,HdBoard,TA,Typ,3,WD,Normal,142500
305,OldTown,2.5Fin,1880,CemntBd,TA,Typ,5,WD,Normal,295000
320,NWAmes,SLvl,1980,Plywood,TA,Typ,6,WD,Normal,187500
326,IDOTRR,1.5Unf,1941,MetalSd,TA,Typ,12,WD,Normal,87000
329,BrkSide,2.5Unf,1916,Wd Sdng,TA,Typ,7,WD,Normal,214500
361,Mitchel,SFoyer,1978,VinylSd,TA,Typ,6,WD,Normal,156000
368,NAmes,SLvl,1962,Plywood,TA,Typ,12,WD,Normal,165000
384,SawyerW,1.5Unf,1928,Wd Sdng,TA,Typ,10,WD,Normal,76000
435,MeadowV,SFoyer,1972,CemntBd,TA,Typ,6,WD,Normal,81000
473,Edwards,SLvl,2005,VinylSd,TA,Typ,6,WD,Normal,148000
490,MeadowV,SFoyer,1970,CemntBd,TA,Typ,5,WD,Normal,86000
515,Crawfor,1.5Unf,1926,Wd Sdng,TA,Typ,6,WD,Normal,96500
544,NAmes,SFoyer,1998,MetalSd,TA,Typ,6,WD,Normal,133000
548,Mitchel,SFoyer,1970,VinylSd,TA,Typ,4,WD,Normal,129500
556,BrkSide,1.5Unf,1922,MetalSd,TA,Typ,8,WD,Normal,113000
570,NAmes,SFoyer,1979,MetalSd,TA,Typ,12,WD,Normal,135960
574,Gilbert,SLvl,2000,VinylSd,TA,Typ,12,WD,Normal,170000
575,NAmes,SLvl,1971,MetalSd,TA,Typ,12,WD,Normal,139000
583,Edwards,SFoyer,1990,HdBoard,TA,Typ,5,WD,Normal,118500
588,Sawyer,SFoyer,1982,HdBoard,TA,Typ,7,WD,Normal,137000
612,NWAmes,SLvl,1978,HdBoard,TA,Typ,7,WD,Normal,148000
615,MeadowV,SFoyer,1972,CemntBd,TA,Typ,5,WD,Normal,75500
618,NAmes,1.5Unf,1954,MetalSd,TA,Typ,6,WD,Normal,105500
628,NAmes,SLvl,1955,AsbShng,TA,Typ,3,WD,Normal,153000
630,NAmes,SLvl,1964,Plywood,TA,Typ,6,WD,Normal,168500
635,OldTown,SFoyer,1980,Plywood,TA,Typ,6,WD,Normal,144000
650,MeadowV,SFoyer,1970,CemntBd,TA,Typ,12,WD,Normal,84500
664,Edwards,SFoyer,1972,Plywood,TA,Typ,4,WD,Normal,137500
736,OldTown,2.5Unf,1914,Wd Sdng,TA,Typ,10,WD,Normal,163000
771,Sawyer,SFoyer,1982,Wd Sdng,TA,Typ,4,WD,Normal,134900
780,Mitchel,SFoyer,1977,Plywood,TA,Typ,5,WD,Normal,135000
784,Mitchel,SFoyer,1978,Plywood,TA,Typ,7,WD,Normal,165500
785,OldTown,2.5Unf,1914,Wd Sdng,TA,Typ,6,WD,Normal,128000
792,Mitchel,SLvl,1976,HdBoard,TA,Typ,5,WD,Normal,146800
807,NAmes,SLvl,1967,VinylSd,TA,Typ,10,WD,Normal,135500
809,NAmes,SLvl,1966,VinylSd,TA,Typ,6,WD,Normal,159950
810,OldTown,2.5Unf,1898,AsbShng,TA,Typ,11,WD,Normal,106000
819,ClearCr,SLvl,1971,HdBoard,TA,Typ,6,WD,Normal,155000
827,BrkSide,1.5Unf,1924,MetalSd,TA,Typ,5,WD,Normal,109500
843,NAmes,SLvl,1966,HdBoard,TA,Typ,5,WD,Normal,174900
853,Crawfor,2.5Unf,1941,MetalSd,TA,Typ,8,WD,Normal,164000
854,NAmes,SLvl,1964,MetalSd,TA,Typ,8,WD,Normal,158000
857,CollgCr,SLvl,1978,Plywood,TA,Typ,10,WD,Normal,147000
947,NAmes,SLvl,1959,HdBoard,TA,Typ,3,WD,Normal,143000
953,CollgCr,SFoyer,1972,WdShing,TA,Typ,4,WD,Normal,133900
1032,SWISU,2.5Fin,1920,Wd Sdng,TA,Typ,8,WD,Normal,197000
1040,MeadowV,SFoyer,1970,CemntBd,TA,Typ,4,WD,Normal,80000
1070,NAmes,1.5Unf,1949,MetalSd,TA,Typ,5,WD,Normal,135000
1086,SawyerW,SFoyer,1992,HdBoard,TA,Typ,4,WD,Normal,147000
1125,Gilbert,SLvl,1992,HdBoard,TA,Typ,7,WD,Normal,163900
1130,OldTown,SFoyer,1980,MetalSd,TA,Typ,8,WD,Normal,140000
1157,NAmes,SLvl,1965,BrkFace,TA,Typ,10,WD,Normal,179900
1165,Veenker,SLvl,1978,Plywood,TA,Typ,6,WD,Normal,194000
1171,Mitchel,SLvl,1977,Plywood,TA,Typ,7,WD,Normal,171000
1214,Sawyer,SLvl,1965,VinylSd,TA,Typ,5,WD,Normal,145000
1215,NAmes,SFoyer,1962,MetalSd,TA,Typ,5,WD,Normal,134500
1226,NAmes,SLvl,1958,VinylSd,TA,Typ,6,WD,Normal,145000
1232,NAmes,SLvl,1962,Wd Sdng,TA,Typ,5,WD,Normal,132500
1248,Mitchel,SLvl,1976,HdBoard,TA,Typ,5,WD,Normal,169900
1249,OldTown,2.5Unf,1917,AsbShng,TA,Typ,4,WD,Normal,129500
1274,Edwards,SLvl,1959,Plywood,TA,Typ,5,WD,Normal,177000
1278,NWAmes,SLvl,1967,HdBoard,TA,Typ,6,WD,Normal,197900
1291,NAmes,SLvl,1964,Wd Sdng,TA,Typ,4,WD,Normal,180500
1332,CollgCr,SLvl,1976,MetalSd,TA,Typ,7,WD,Normal,132500
1356,NWAmes,SLvl,1968,MetalSd,TA,Typ,9,WD,Normal,170000
1372,NAmes,SLvl,1955,AsbShng,TA,Typ,10,WD,Normal,165500
1380,Timber,SLvl,2006,VinylSd,TA,Typ,5,WD,Normal,167500
1393,NAmes,SFoyer,1967,HdBoard,TA,Typ,12,WD,Normal,123000
1407,CollgCr,SFoyer,1972,HdBoard,TA,Typ,3,WD,Normal,133000
1440,NWAmes,SLvl,1979,HdBoard,TA,Typ,11,WD,Normal,197000
1444,BrkSide,1.5Unf,1916,Wd Sdng,TA,Typ,5,WD,Normal,121000
1446,Sawyer,SFoyer,1966,VinylSd,TA,Typ,5,WD,Normal,129000
1453,Edwards,SLvl,2005,VinylSd,TA,Typ,5,WD,Normal,145000
6,Mitchel,1.5Fin,1993,VinylSd,TA,Typ,10,WD,Normal,143000
52,BrkSide,1.5Fin,1934,Wd Sdng,TA,Typ,9,WD,Normal,114500
105,IDOTRR,1.5Fin,1931,Stucco,TA,Typ,6,WD,Normal,169500
109,IDOTRR,1.5Fin,1919,CemntBd,TA,Typ,8,WD,Normal,115000
111,Edwards,1.5Fin,1954,Wd Sdng,TA,Typ,10,WD,Normal,136900
122,IDOTRR,1.5Fin,1939,AsbShng,TA,Typ,6,WD,Normal,100000
126,IDOTRR,1.5Fin,1935,Wd Sdng,TA,Typ,6,WD,Normal,84500
143,NAmes,1.5Fin,1952,BrkFace,TA,Typ,6,WD,Normal,166000
150,BrkSide,1.5Fin,1936,MetalSd,TA,Typ,4,WD,Normal,115000
156,Edwards,1.5Fin,1924,Wd Sdng,TA,Typ,4,WD,Normal,79000
166,Edwards,1.5Fin,1940,Wd Sdng,TA,Typ,9,WD,Normal,127500
171,OldTown,1.5Fin,1941,MetalSd,TA,Typ,5,WD,Normal,128500
185,BrkSide,1.5Fin,1908,AsbShng,TA,Typ,6,WD,Normal,127000
205,OldTown,1.5Fin,1947,AsbShng,TA,Typ,4,WD,Normal,110000
240,Edwards,1.5Fin,1945,VinylSd,TA,Typ,4,WD,Normal,113000
243,OldTown,1.5Fin,1900,Wd Sdng,TA,Typ,4,WD,Normal,79000
264,OldTown,1.5Fin,1929,Wd Sdng,TA,Typ,4,WD,Normal,130000
287,NAmes,1.5Fin,1962,Wd Sdng,TA,Typ,6,WD,Normal,159000
297,IDOTRR,1.5Fin,1950,Wd Sdng,TA,Typ,6,WD,Normal,152000
308,IDOTRR,1.5Fin,1920,MetalSd,TA,Typ,3,WD,Normal,89500
313,OldTown,1.5Fin,1939,MetalSd,TA,Typ,5,WD,Normal,119900
336,Timber,1.5Fin,1965,Plywood,TA,Typ,8,WD,Normal,228950
346,BrkSide,1.5Fin,1939,MetalSd,TA,Typ,10,WD,Normal,140200
355,SWISU,1.5Fin,1940,Wd Sdng,TA,Typ,6,WD,Normal,140000
362,BrkSide,1.5Fin,1940,MetalSd,TA,Typ,7,WD,Normal,145000
381,SWISU,1.5Fin,1924,BrkFace,TA,Typ,5,WD,Normal,127000
391,Edwards,1.5Fin,1900,MetalSd,TA,Typ,4,WD,Normal,119000
395,OldTown,1.5Fin,1940,MetalSd,TA,Typ,7,WD,Normal,109000
437,OldTown,1.5Fin,1920,Stucco,TA,Typ,10,WD,Normal,116000
443,BrkSide,1.5Fin,1930,MetalSd,TA,Typ,6,WD,Normal,162900
449,IDOTRR,1.5Fin,1937,MetalSd,TA,Typ,6,WD,Normal,119500
450,OldTown,1.5Fin,1948,MetalSd,TA,Typ,6,WD,Normal,120000
460,BrkSide,1.5Fin,1950,MetalSd,TA,Typ,7,WD,Normal,110000
492,NAmes,1.5Fin,1941,Wd Sdng,TA,Typ,8,WD,Normal,133000
498,BrkSide,1.5Fin,1925,Wd Sdng,TA,Typ,6,WD,Normal,184000
523,BrkSide,1.5Fin,1947,CemntBd,TA,Typ,10,WD,Normal,159000
547,BrkSide,1.5Fin,1923,BrkFace,TA,Typ,5,WD,Normal,210000
564,Edwards,1.5Fin,1918,Wd Sdng,TA,Typ,7,WD,Normal,185000
577,SWISU,1.5Fin,1928,Wd Sdng,TA,Typ,8,WD,Normal,145000
580,OldTown,1.5Fin,1954,MetalSd,TA,Typ,11,WD,Normal,131500
585,BrkSide,1.5Fin,1935,AsbShng,TA,Typ,7,WD,Normal,133000
602,IDOTRR,1.5Fin,1937,Wd Sdng,TA,Typ,12,WD,Normal,141000
